api,generation_seed,has_b2,has_b3,same_prompt_hash,b2_event_id,b3_event_id,evidence_label
torch.nn.functional.binary_cross_entropy_with_logits,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.binary_cross_entropy_with_logits|7711,B3:trdgl_pytorch_120_v1|torch.nn.functional.binary_cross_entropy_with_logits|7711,diagnostic_checkpoint
torch.nn.functional.conv1d,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.conv1d|3407,B3:trdgl_pytorch_120_v1|torch.nn.functional.conv1d|3407,diagnostic_checkpoint
torch.nn.functional.conv1d,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.conv1d|7711,B3:trdgl_pytorch_120_v1|torch.nn.functional.conv1d|7711,diagnostic_checkpoint
torch.nn.functional.conv2d,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.conv2d|3407,B3:trdgl_pytorch_120_v1|torch.nn.functional.conv2d|3407,diagnostic_checkpoint
torch.nn.functional.conv2d,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.conv2d|7711,B3:trdgl_pytorch_120_v1|torch.nn.functional.conv2d|7711,diagnostic_checkpoint
torch.nn.functional.conv3d,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.conv3d|3407,B3:trdgl_pytorch_120_v1|torch.nn.functional.conv3d|3407,diagnostic_checkpoint
torch.nn.functional.conv3d,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.conv3d|7711,B3:trdgl_pytorch_120_v1|torch.nn.functional.conv3d|7711,diagnostic_checkpoint
torch.nn.functional.conv_transpose1d,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose1d|3407,B3:trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose1d|3407,diagnostic_checkpoint
torch.nn.functional.conv_transpose1d,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose1d|7711,B3:trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose1d|7711,diagnostic_checkpoint
torch.nn.functional.conv_transpose2d,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose2d|3407,B3:trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose2d|3407,diagnostic_checkpoint
torch.nn.functional.conv_transpose2d,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose2d|7711,B3:trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose2d|7711,diagnostic_checkpoint
torch.nn.functional.conv_transpose3d,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose3d|3407,B3:trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose3d|3407,diagnostic_checkpoint
torch.nn.functional.conv_transpose3d,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose3d|7711,B3:trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose3d|7711,diagnostic_checkpoint
torch.nn.functional.cross_entropy,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.cross_entropy|3407,B3:trdgl_pytorch_120_v1|torch.nn.functional.cross_entropy|3407,diagnostic_checkpoint
torch.nn.functional.cross_entropy,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.cross_entropy|7711,B3:trdgl_pytorch_120_v1|torch.nn.functional.cross_entropy|7711,diagnostic_checkpoint
torch.nn.functional.embedding,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.embedding|3407,B3:trdgl_pytorch_120_v1|torch.nn.functional.embedding|3407,diagnostic_checkpoint
torch.nn.functional.embedding,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.embedding|7711,B3:trdgl_pytorch_120_v1|torch.nn.functional.embedding|7711,diagnostic_checkpoint
torch.nn.functional.gelu,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.gelu|3407,B3:trdgl_pytorch_120_v1|torch.nn.functional.gelu|3407,diagnostic_checkpoint
torch.nn.functional.gelu,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.gelu|7711,B3:trdgl_pytorch_120_v1|torch.nn.functional.gelu|7711,diagnostic_checkpoint
torch.nn.functional.group_norm,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.group_norm|3407,B3:trdgl_pytorch_120_v1|torch.nn.functional.group_norm|3407,diagnostic_checkpoint
torch.nn.functional.group_norm,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.group_norm|7711,B3:trdgl_pytorch_120_v1|torch.nn.functional.group_norm|7711,diagnostic_checkpoint
torch.nn.functional.layer_norm,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.layer_norm|3407,B3:trdgl_pytorch_120_v1|torch.nn.functional.layer_norm|3407,diagnostic_checkpoint
torch.nn.functional.layer_norm,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.layer_norm|7711,B3:trdgl_pytorch_120_v1|torch.nn.functional.layer_norm|7711,diagnostic_checkpoint
torch.nn.functional.log_softmax,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.log_softmax|3407,B3:trdgl_pytorch_120_v1|torch.nn.functional.log_softmax|3407,diagnostic_checkpoint
torch.nn.functional.log_softmax,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.log_softmax|7711,B3:trdgl_pytorch_120_v1|torch.nn.functional.log_softmax|7711,diagnostic_checkpoint
torch.nn.functional.max_pool1d,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.max_pool1d|3407,B3:trdgl_pytorch_120_v1|torch.nn.functional.max_pool1d|3407,diagnostic_checkpoint
torch.nn.functional.max_pool1d,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.max_pool1d|7711,B3:trdgl_pytorch_120_v1|torch.nn.functional.max_pool1d|7711,diagnostic_checkpoint
torch.nn.functional.max_pool2d,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.max_pool2d|3407,B3:trdgl_pytorch_120_v1|torch.nn.functional.max_pool2d|3407,diagnostic_checkpoint
torch.nn.functional.max_pool2d,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.max_pool2d|7711,B3:trdgl_pytorch_120_v1|torch.nn.functional.max_pool2d|7711,diagnostic_checkpoint
torch.nn.functional.max_pool3d,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.max_pool3d|3407,B3:trdgl_pytorch_120_v1|torch.nn.functional.max_pool3d|3407,diagnostic_checkpoint
torch.nn.functional.max_pool3d,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.max_pool3d|7711,B3:trdgl_pytorch_120_v1|torch.nn.functional.max_pool3d|7711,diagnostic_checkpoint
torch.nn.functional.mse_loss,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.mse_loss|3407,B3:trdgl_pytorch_120_v1|torch.nn.functional.mse_loss|3407,diagnostic_checkpoint
torch.nn.functional.mse_loss,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.mse_loss|7711,B3:trdgl_pytorch_120_v1|torch.nn.functional.mse_loss|7711,diagnostic_checkpoint
torch.nn.functional.normalize,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.normalize|3407,B3:trdgl_pytorch_120_v1|torch.nn.functional.normalize|3407,diagnostic_checkpoint
torch.nn.functional.normalize,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.normalize|7711,B3:trdgl_pytorch_120_v1|torch.nn.functional.normalize|7711,diagnostic_checkpoint
torch.nn.functional.relu,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.relu|3407,B3:trdgl_pytorch_120_v1|torch.nn.functional.relu|3407,diagnostic_checkpoint
torch.nn.functional.relu,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.relu|7711,B3:trdgl_pytorch_120_v1|torch.nn.functional.relu|7711,diagnostic_checkpoint
torch.nn.functional.silu,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.silu|3407,B3:trdgl_pytorch_120_v1|torch.nn.functional.silu|3407,diagnostic_checkpoint
torch.nn.functional.silu,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.silu|7711,B3:trdgl_pytorch_120_v1|torch.nn.functional.silu|7711,diagnostic_checkpoint
torch.nn.functional.softmax,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.softmax|3407,B3:trdgl_pytorch_120_v1|torch.nn.functional.softmax|3407,diagnostic_checkpoint
torch.nn.functional.softmax,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.nn.functional.softmax|7711,B3:trdgl_pytorch_120_v1|torch.nn.functional.softmax|7711,diagnostic_checkpoint
torch.nonzero,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.nonzero|3407,B3:trdgl_pytorch_120_v1|torch.nonzero|3407,diagnostic_checkpoint
torch.nonzero,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.nonzero|7711,B3:trdgl_pytorch_120_v1|torch.nonzero|7711,diagnostic_checkpoint
torch.ones,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.ones|3407,B3:trdgl_pytorch_120_v1|torch.ones|3407,diagnostic_checkpoint
torch.ones,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.ones|7711,B3:trdgl_pytorch_120_v1|torch.ones|7711,diagnostic_checkpoint
torch.outer,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.outer|3407,B3:trdgl_pytorch_120_v1|torch.outer|3407,diagnostic_checkpoint
torch.outer,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.outer|7711,B3:trdgl_pytorch_120_v1|torch.outer|7711,diagnostic_checkpoint
torch.permute,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.permute|3407,B3:trdgl_pytorch_120_v1|torch.permute|3407,diagnostic_checkpoint
torch.permute,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.permute|7711,B3:trdgl_pytorch_120_v1|torch.permute|7711,diagnostic_checkpoint
torch.prod,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.prod|3407,B3:trdgl_pytorch_120_v1|torch.prod|3407,diagnostic_checkpoint
torch.prod,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.prod|7711,B3:trdgl_pytorch_120_v1|torch.prod|7711,diagnostic_checkpoint
torch.quantile,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.quantile|3407,B3:trdgl_pytorch_120_v1|torch.quantile|3407,diagnostic_checkpoint
torch.quantile,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.quantile|7711,B3:trdgl_pytorch_120_v1|torch.quantile|7711,diagnostic_checkpoint
torch.randn,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.randn|3407,B3:trdgl_pytorch_120_v1|torch.randn|3407,diagnostic_checkpoint
torch.randn,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.randn|7711,B3:trdgl_pytorch_120_v1|torch.randn|7711,diagnostic_checkpoint
torch.repeat_interleave,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.repeat_interleave|3407,B3:trdgl_pytorch_120_v1|torch.repeat_interleave|3407,diagnostic_checkpoint
torch.repeat_interleave,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.repeat_interleave|7711,B3:trdgl_pytorch_120_v1|torch.repeat_interleave|7711,diagnostic_checkpoint
torch.reshape,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.reshape|3407,B3:trdgl_pytorch_120_v1|torch.reshape|3407,diagnostic_checkpoint
torch.reshape,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.reshape|7711,B3:trdgl_pytorch_120_v1|torch.reshape|7711,diagnostic_checkpoint
torch.scatter,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.scatter|3407,B3:trdgl_pytorch_120_v1|torch.scatter|3407,diagnostic_checkpoint
torch.scatter,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.scatter|7711,B3:trdgl_pytorch_120_v1|torch.scatter|7711,diagnostic_checkpoint
torch.scatter_add,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.scatter_add|3407,B3:trdgl_pytorch_120_v1|torch.scatter_add|3407,diagnostic_checkpoint
torch.scatter_add,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.scatter_add|7711,B3:trdgl_pytorch_120_v1|torch.scatter_add|7711,diagnostic_checkpoint
torch.sparse.addmm,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse.addmm|3407,B3:trdgl_pytorch_120_v1|torch.sparse.addmm|3407,diagnostic_checkpoint
torch.sparse.addmm,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse.addmm|7711,B3:trdgl_pytorch_120_v1|torch.sparse.addmm|7711,diagnostic_checkpoint
torch.sparse.log_softmax,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse.log_softmax|3407,B3:trdgl_pytorch_120_v1|torch.sparse.log_softmax|3407,diagnostic_checkpoint
torch.sparse.log_softmax,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse.log_softmax|7711,B3:trdgl_pytorch_120_v1|torch.sparse.log_softmax|7711,diagnostic_checkpoint
torch.sparse.mm,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse.mm|3407,B3:trdgl_pytorch_120_v1|torch.sparse.mm|3407,diagnostic_checkpoint
torch.sparse.mm,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse.mm|7711,B3:trdgl_pytorch_120_v1|torch.sparse.mm|7711,diagnostic_checkpoint
torch.sparse.sampled_addmm,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse.sampled_addmm|3407,B3:trdgl_pytorch_120_v1|torch.sparse.sampled_addmm|3407,diagnostic_checkpoint
torch.sparse.sampled_addmm,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse.sampled_addmm|7711,B3:trdgl_pytorch_120_v1|torch.sparse.sampled_addmm|7711,diagnostic_checkpoint
torch.sparse.softmax,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse.softmax|3407,B3:trdgl_pytorch_120_v1|torch.sparse.softmax|3407,diagnostic_checkpoint
torch.sparse.softmax,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse.softmax|7711,B3:trdgl_pytorch_120_v1|torch.sparse.softmax|7711,diagnostic_checkpoint
torch.sparse.spdiags,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse.spdiags|3407,B3:trdgl_pytorch_120_v1|torch.sparse.spdiags|3407,diagnostic_checkpoint
torch.sparse.spdiags,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse.spdiags|7711,B3:trdgl_pytorch_120_v1|torch.sparse.spdiags|7711,diagnostic_checkpoint
torch.sparse.sum,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse.sum|3407,B3:trdgl_pytorch_120_v1|torch.sparse.sum|3407,diagnostic_checkpoint
torch.sparse.sum,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse.sum|7711,B3:trdgl_pytorch_120_v1|torch.sparse.sum|7711,diagnostic_checkpoint
torch.sparse_bsc_tensor,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse_bsc_tensor|3407,B3:trdgl_pytorch_120_v1|torch.sparse_bsc_tensor|3407,diagnostic_checkpoint
torch.sparse_bsc_tensor,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse_bsc_tensor|7711,B3:trdgl_pytorch_120_v1|torch.sparse_bsc_tensor|7711,diagnostic_checkpoint
torch.sparse_bsr_tensor,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse_bsr_tensor|3407,B3:trdgl_pytorch_120_v1|torch.sparse_bsr_tensor|3407,diagnostic_checkpoint
torch.sparse_bsr_tensor,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse_bsr_tensor|7711,B3:trdgl_pytorch_120_v1|torch.sparse_bsr_tensor|7711,diagnostic_checkpoint
torch.sparse_coo_tensor,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse_coo_tensor|3407,B3:trdgl_pytorch_120_v1|torch.sparse_coo_tensor|3407,diagnostic_checkpoint
torch.sparse_coo_tensor,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse_coo_tensor|7711,B3:trdgl_pytorch_120_v1|torch.sparse_coo_tensor|7711,diagnostic_checkpoint
torch.sparse_csc_tensor,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse_csc_tensor|3407,B3:trdgl_pytorch_120_v1|torch.sparse_csc_tensor|3407,diagnostic_checkpoint
torch.sparse_csc_tensor,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse_csc_tensor|7711,B3:trdgl_pytorch_120_v1|torch.sparse_csc_tensor|7711,diagnostic_checkpoint
torch.sparse_csr_tensor,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse_csr_tensor|3407,B3:trdgl_pytorch_120_v1|torch.sparse_csr_tensor|3407,diagnostic_checkpoint
torch.sparse_csr_tensor,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.sparse_csr_tensor|7711,B3:trdgl_pytorch_120_v1|torch.sparse_csr_tensor|7711,diagnostic_checkpoint
torch.split,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.split|3407,B3:trdgl_pytorch_120_v1|torch.split|3407,diagnostic_checkpoint
torch.split,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.split|7711,B3:trdgl_pytorch_120_v1|torch.split|7711,diagnostic_checkpoint
torch.squeeze,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.squeeze|3407,B3:trdgl_pytorch_120_v1|torch.squeeze|3407,diagnostic_checkpoint
torch.squeeze,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.squeeze|7711,B3:trdgl_pytorch_120_v1|torch.squeeze|7711,diagnostic_checkpoint
torch.stack,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.stack|3407,B3:trdgl_pytorch_120_v1|torch.stack|3407,diagnostic_checkpoint
torch.stack,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.stack|7711,B3:trdgl_pytorch_120_v1|torch.stack|7711,diagnostic_checkpoint
torch.std,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.std|3407,B3:trdgl_pytorch_120_v1|torch.std|3407,diagnostic_checkpoint
torch.std,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.std|7711,B3:trdgl_pytorch_120_v1|torch.std|7711,diagnostic_checkpoint
torch.sum,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.sum|3407,B3:trdgl_pytorch_120_v1|torch.sum|3407,diagnostic_checkpoint
torch.sum,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.sum|7711,B3:trdgl_pytorch_120_v1|torch.sum|7711,diagnostic_checkpoint
torch.take,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.take|3407,B3:trdgl_pytorch_120_v1|torch.take|3407,diagnostic_checkpoint
torch.take,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.take|7711,B3:trdgl_pytorch_120_v1|torch.take|7711,diagnostic_checkpoint
torch.take_along_dim,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.take_along_dim|3407,B3:trdgl_pytorch_120_v1|torch.take_along_dim|3407,diagnostic_checkpoint
torch.take_along_dim,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.take_along_dim|7711,B3:trdgl_pytorch_120_v1|torch.take_along_dim|7711,diagnostic_checkpoint
torch.tensor,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.tensor|3407,B3:trdgl_pytorch_120_v1|torch.tensor|3407,diagnostic_checkpoint
torch.tensor,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.tensor|7711,B3:trdgl_pytorch_120_v1|torch.tensor|7711,diagnostic_checkpoint
torch.tile,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.tile|3407,B3:trdgl_pytorch_120_v1|torch.tile|3407,diagnostic_checkpoint
torch.tile,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.tile|7711,B3:trdgl_pytorch_120_v1|torch.tile|7711,diagnostic_checkpoint
torch.transpose,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.transpose|3407,B3:trdgl_pytorch_120_v1|torch.transpose|3407,diagnostic_checkpoint
torch.transpose,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.transpose|7711,B3:trdgl_pytorch_120_v1|torch.transpose|7711,diagnostic_checkpoint
torch.unsqueeze,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.unsqueeze|3407,B3:trdgl_pytorch_120_v1|torch.unsqueeze|3407,diagnostic_checkpoint
torch.unsqueeze,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.unsqueeze|7711,B3:trdgl_pytorch_120_v1|torch.unsqueeze|7711,diagnostic_checkpoint
torch.var,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.var|3407,B3:trdgl_pytorch_120_v1|torch.var|3407,diagnostic_checkpoint
torch.var,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.var|7711,B3:trdgl_pytorch_120_v1|torch.var|7711,diagnostic_checkpoint
torch.where,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.where|3407,B3:trdgl_pytorch_120_v1|torch.where|3407,diagnostic_checkpoint
torch.where,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.where|7711,B3:trdgl_pytorch_120_v1|torch.where|7711,diagnostic_checkpoint
torch.zeros,3407,True,True,True,B2:trdgl_pytorch_120_v1|torch.zeros|3407,B3:trdgl_pytorch_120_v1|torch.zeros|3407,diagnostic_checkpoint
torch.zeros,7711,True,True,True,B2:trdgl_pytorch_120_v1|torch.zeros|7711,B3:trdgl_pytorch_120_v1|torch.zeros|7711,diagnostic_checkpoint
